first_column,path_no,o_zone_id,d_zone_id,within_OD_path_no,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,OD_impact_flag,path_network_design_flag,toll,#_of_nodes,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,node_sequence,link_sequence,geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence
,40,1,637,0,1,0,sov,PM,1.1,0,1,0,0,0,18,15.6,15.6415,15.6415,11.5311,202750;202749;202466;202488;202768;202767;202578;202608;202607;202586;202585;202588;202602;202604;202730;202729;202744;637;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201348AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201508AB;201512BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.393981 33.631331, -112.385328 33.631276)",,,,
,41,1,637,1,2,0,sov,PM,1.1,0,1,0,0,0,18,15.6,15.5835,15.5835,11.5396,202750;202749;202466;202488;202768;202767;202578;202608;202607;202586;202585;202588;202602;202604;202730;202729;202511;637;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201348AB;201277AB;201319AB;201322AB;201321AB;201317BA;201294BA;201335AB;201105AB;201517AB;201505BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.407417 33.677491, -112.418467 33.640626, -112.419381 33.639043, -112.419523 33.638935, -112.419678 33.638828, -112.417136 33.638814, -112.409418 33.638797, -112.404621 33.638801, -112.394087 33.638726, -112.385342 33.638720, -112.385328 33.631276)",,,,
,42,1,640,0,1,0,sov,PM,1.1,0,1,0,0,0,14,15.5,15.5281,15.5281,7.9651,202750;202749;202748;202788;202789;202804;202785;202784;202522;202782;202500;202499;202502;640;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201498AB;201573AB;201574AB;201549AB;201559AB;201544BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.337504 33.649679, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,43,1,640,1,2,0,sov,PM,1.1,0,1,0,0,0,15,15.6,15.56,15.56,8.0884,202750;202749;202748;202788;202789;202804;202785;202803;202370;202783;202782;202500;202499;202502;640;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201070AB;201574AB;201549AB;201559AB;201544BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.350044 33.631097)",,,,
,44,1,645,0,1,0,sov,PM,1.08,0,1,0,0,0,11,12.8,12.7598,12.7598,6.6935,202750;202749;202748;202788;202789;202804;202785;202784;202522;202782;645;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201498AB;201573AB;201546BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.337504 33.649679, -112.334501 33.638522, -112.333253 33.631209)",,,,
,45,1,645,1,2,0,sov,PM,10.09,0,1,0,0,0,13,12.5,12.502,12.502,6.7824,202750;202749;202748;202788;202789;202804;202785;202803;202370;202783;202353;202808;645;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201828AB;201824AB;201047BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.324770 33.636660, -112.324798 33.630770, -112.333253 33.631209)",,,,
,46,1,646,0,1,0,sov,PM,24.99,0,1,0,0,0,9,12.6,12.6164,12.6164,6.0706,202750;202749;202748;202788;202807;202764;202763;202762;646;,201088AB;201646BA;201645BA;201067BA;201577AB;201080AB;201636AB;201638BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.354371 33.682966, -112.357667 33.686277, -112.381543 33.686830, -112.373623 33.693131)",,,,
,47,1,647,0,1,0,sov,PM,1058.38,0,1,0,0,0,6,6.2,6.2477,6.2477,3.3806,202750;202749;202748;202788;202807;647;,201088AB;201646BA;201645BA;201067BA;201048BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.340401 33.687231)",,,,
,48,1,649,0,1,0,sov,PM,41.54,0,1,0,0,0,7,11.3,11.2635,11.2635,5.1919,202750;202749;202748;202788;202807;202764;649;,201088AB;201646BA;201645BA;201067BA;201577AB;201491BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.342306 33.682083, -112.354371 33.682966, -112.379392 33.678514)",,,,
,49,1,650,0,1,0,sov,PM,22.85,0,1,0,0,0,15,13.1,13.1154,13.1154,8.5453,202750;202749;202466;202488;202768;202767;202578;202577;202575;202576;202580;202734;202735;202506;650;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201351AB;201353AB;201354AB;201342AB;201102BA;201537AB;201528BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.387473 33.671728, -112.373945 33.664667)",,,,
,50,1,651,0,1,0,sov,PM,8.19,0,1,0,0,0,11,11.8,11.8357,11.8357,6.51,202750;202749;202748;202788;202789;202804;202785;202784;202522;202523;651;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201498AB;201494BA;201493BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.337504 33.649679, -112.348458 33.654638, -112.353206 33.650097)",,,,
,51,1,652,0,1,0,sov,PM,13.4,0,1,0,0,0,9,10.6,10.5838,10.5838,5.2281,202750;202749;202748;202788;202789;202804;202785;202784;652;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201576BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.350722 33.664185)",,,,
,52,1,653,0,1,0,sov,PM,729.7,0,1,0,0,0,7,6.2,6.1742,6.1742,3.593,202750;202749;202748;202788;202789;202804;653;,201088AB;201646BA;201645BA;201090AB;201849AB;201051BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.331604 33.675656)",,,,
,53,1,654,0,1,0,sov,PM,1.1,0,1,0,0,0,9,9.5,9.4838,9.4838,5.209,202750;202749;202748;202788;202789;202804;202785;202803;654;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201847AB;201052BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.329712 33.647780)",,,,
,54,1,2061,0,1,0,sov,PM,6.44,0,1,0,0,0,16,14.6,14.6268,14.6268,9.6188,202750;202749;202466;202488;202768;202767;202578;202577;202575;202576;202580;202734;202735;202504;202515;2061;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201351AB;201353AB;201354AB;201342AB;201102BA;201533AB;201542BA;201529BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.403932 33.680592, -112.403035 33.679927, -112.402696 33.679682, -112.395598 33.674156, -112.390686 33.669473, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,55,1,2061,1,2,0,sov,PM,1,0,1,0,0,0,16,16.1,16.1263,16.1263,8.7942,202750;202749;202748;202788;202789;202804;202785;202784;202522;202523;202517;202524;202503;202504;202515;2061;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201498AB;201494BA;201581BA;201499BA;201540AB;201543BA;201542BA;201529BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.337504 33.649679, -112.348458 33.654638, -112.358748 33.661900, -112.365527 33.658733, -112.370448 33.658836, -112.373609 33.656892, -112.376931 33.653079, -112.384710 33.658775)",,,,
,56,1,2125,0,1,0,sov,PM,1.1,0,1,1,0,0,14,16.9,16.8999,16.8999,11.5076,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202796;202925;202923;2125;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201606BA;201595BA;200821AB;201005BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.474416 33.729884)",,,,
,57,1,2136,0,1,0,sov,PM,1.1,0,1,1,0,0,16,15.4,15.3812,15.3812,10.4532,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202476;202480;202482;202475;202474;2136;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201613BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.403456 33.731610)",,,,
,58,1,2137,0,1,0,sov,PM,1.1,0,1,1,0,0,18,18.5,18.4828,18.4828,12.4144,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2137;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201639BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.385962 33.731851)",,,,
,59,1,2142,0,1,0,sov,PM,1.1,0,1,1,0,0,12,13.3,13.3132,13.3132,8.7769,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202796;2142;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201606BA;201603BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.426521 33.711249)",,,,
,60,1,2146,0,1,0,sov,PM,1.1,0,1,1,0,0,15,15.5,15.4911,15.4911,11.1579,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202796;202925;202924;202831;2146;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201606BA;201595BA;200820AB;200985AB;200989BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.423245 33.695797, -112.446316 33.713652, -112.463132 33.711342, -112.463132 33.718526, -112.464659 33.717140)",,,,
,61,1,2147,0,1,0,sov,PM,1.1,0,1,1,0,0,18,18.7,18.6697,18.6697,12.4767,202750;202749;202466;202488;202768;202767;202578;202577;202790;202809;202476;202480;202482;202475;202474;202484;202485;2147;,201088AB;201644AB;201635AB;201589AB;201078AB;201345AB;201352AB;201346BA;201065BA;201604BA;201605AB;201597BA;201610AB;201615BA;201614AB;201592BA;201633BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.360367 33.696725, -112.389505 33.692538, -112.396526 33.687434, -112.403252 33.681410, -112.405692 33.679114, -112.404774 33.681245, -112.405334 33.681636, -112.412007 33.686868, -112.409310 33.696656, -112.409303 33.712999, -112.412297 33.724658, -112.404888 33.724662, -112.404232 33.724651, -112.394627 33.724719, -112.377266 33.724753, -112.369061 33.716073)",,,,
,62,1,2197,0,1,0,sov,PM,1.1,0,1,0,0,0,16,16.7,16.7298,16.7298,8.6357,202750;202749;202748;202788;202789;202804;202785;202784;202522;202782;202500;202499;202502;202512;202521;2197;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201069AB;201498AB;201573AB;201574AB;201549AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.331676 33.666065, -112.337504 33.649679, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,63,1,2197,1,2,0,sov,PM,1.1,0,1,0,0,0,17,16.8,16.7618,16.7618,8.759,202750;202749;202748;202788;202789;202804;202785;202803;202370;202783;202782;202500;202499;202502;202512;202521;2197;,201088AB;201646BA;201645BA;201090AB;201849AB;201844BA;201847AB;201810AB;201827BA;201070AB;201574AB;201549AB;201559AB;201560BA;201548AB;201495BA;,"LINESTRING (-112.313608 33.707118, -112.334077 33.698525, -112.334078 33.698246, -112.334084 33.692359, -112.325928 33.681420, -112.325834 33.674807, -112.325524 33.667625, -112.325009 33.653237, -112.324998 33.649988, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.359366 33.631134, -112.368001 33.631027)",,,,
,64,2,1,0,1,0,sov,PM,1301.41,0,1,0,0,0,10,12,11.9695,11.9695,6.5439,202354;202783;202370;202803;202785;202804;202789;202788;202748;202747;,201823BA;201827AB;201810BA;201847BA;201844AB;201849BA;201090BA;201645AB;201089AB;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.324998 33.649988, -112.325009 33.653237, -112.325524 33.667625, -112.325834 33.674807, -112.325928 33.681420, -112.334084 33.692359, -112.334078 33.698246, -112.313302 33.707018)",,,,
,65,2,4,1,2,0,sov,PM,40.71,0,1,0,0,0,18,16.6,16.6358,16.6358,8.2906,202354;202783;202782;202500;202499;202525;202516;202504;202515;202514;202729;202730;202604;202602;202588;202587;202597;202596;,201823BA;201070AB;201574AB;201549AB;201558BA;201500BA;201541AB;201542BA;201501AB;201518BA;201105BA;201335BA;201294AB;201317AB;201318AB;201327AB;201298AB;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.376931 33.653079, -112.388740 33.646884, -112.394087 33.638726, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.418616 33.636979, -112.418445 33.636825, -112.418553 33.626198)",,,,
,66,2,4,0,1,0,sov,PM,3295.17,0,1,0,0,0,19,14.9,14.9414,14.9414,7.156,202354;202783;202782;202500;202499;202502;202512;202513;202508;202509;202511;202729;202730;202604;202602;202588;202587;202597;202596;,201823BA;201070AB;201574AB;201549AB;201559AB;201560BA;201502BA;201526BA;201509BA;201520BA;201517BA;201105BA;201335BA;201294AB;201317AB;201318AB;201327AB;201298AB;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.368074 33.638628, -112.376811 33.638616, -112.381016 33.638649, -112.385342 33.638720, -112.394087 33.638726, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.418616 33.636979, -112.418445 33.636825, -112.418553 33.626198)",,,,
,67,2,5,1,2,0,sov,PM,32.2,0,1,0,0,0,21,20.5,20.471,20.471,10.4469,202354;202783;202782;202500;202499;202525;202516;202504;202515;202514;202729;202730;202604;202602;202588;202618;202617;202606;202909;202908;202855;,201823BA;201070AB;201574AB;201549AB;201558BA;201500BA;201541AB;201542BA;201501AB;201518BA;201105BA;201335BA;201294AB;201317AB;201320BA;201271AB;201286AB;201280AB;200831AB;200947BA;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.376931 33.653079, -112.388740 33.646884, -112.394087 33.638726, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.452687 33.638513, -112.461442 33.638386, -112.472467 33.638364)",,,,
,68,2,5,0,1,0,sov,PM,285.1,0,1,0,0,0,22,18.8,18.7767,18.7767,9.3123,202354;202783;202782;202500;202499;202502;202512;202513;202508;202509;202511;202729;202730;202604;202602;202588;202618;202617;202606;202909;202908;202855;,201823BA;201070AB;201574AB;201549AB;201559AB;201560BA;201502BA;201526BA;201509BA;201520BA;201517BA;201105BA;201335BA;201294AB;201317AB;201320BA;201271AB;201286AB;201280AB;200831AB;200947BA;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.355060 33.638642, -112.359398 33.638646, -112.368074 33.638628, -112.376811 33.638616, -112.381016 33.638649, -112.385342 33.638720, -112.394087 33.638726, -112.404621 33.638801, -112.409418 33.638797, -112.417136 33.638814, -112.419678 33.638828, -112.426743 33.638872, -112.433938 33.638784, -112.435072 33.638808, -112.452687 33.638513, -112.461442 33.638386, -112.472467 33.638364)",,,,
,69,2,6,0,1,0,sov,PM,6.48,0,1,2,2,0,14,25.6,25.6037,25.6037,12.1108,202354;202783;202782;202500;202499;202525;202516;202504;202735;202734;202796;202925;202923;202926;,201823BA;201070AB;201574AB;201549AB;201558BA;201500BA;201541AB;201533BA;201102AB;detour-linkb;201595BA;200821AB;201003BA;,"LINESTRING (-112.310974 33.638683, -112.324760 33.638727, -112.334501 33.638522, -112.342096 33.638688, -112.350235 33.638677, -112.359637 33.645901, -112.370098 33.654190, -112.373609 33.656892, -112.390686 33.669473, -112.395598 33.674156, -112.423245 33.695797, -112.446316 33.713652, -112.460994 33.725310, -112.480687 33.740538)",,,,
